GVKEY,LIID,datadate,fyear,conm,adrr,fic
009923,01,19910531,1990,SPEARHEAD INDS INC-MN,,USA
009932,01,19901231,1990,SPECTRAN CORP,,USA
009932,01,19911231,1991,SPECTRAN CORP,,USA
009937,01,19901130,1990,SPECTRUM CONTROL INC,,USA
009937,01,19911130,1991,SPECTRUM CONTROL INC,,USA
009940,01,19901231,1990,STAR STRUCK LTD,,USA
009940,01,19911231,1991,STAR STRUCK LTD,,USA
009942,01,19900630,1990,SPEIZMAN INDUSTRIES INC,,USA
009942,01,19910630,1991,SPEIZMAN INDUSTRIES INC,,USA
009952,01,19901231,1990,SPIEGEL INC  -CL A,,USA
009952,01,19911231,1991,SPIEGEL INC  -CL A,,USA
009954,01,19901231,1990,SPIRE CORP,,USA
009954,01,19911231,1991,SPIRE CORP,,USA
009958,01,19900731,1990,SPORTING LIFE INC,,USA
009958,01,19910731,1991,SPORTING LIFE INC,,USA
009959,01,19900131,1989,SLHD INC,,USA
009963,01,19901231,1990,SPRINGS INDUSTRIES  -CL A,,USA
009963,01,19911231,1991,SPRINGS INDUSTRIES  -CL A,,USA
009965,01,19901231,1990,SQUARE D CO,,USA
009966,01,19900228,1989,SQUARE INDUSTRIES INC,,USA
009966,01,19910228,1990,SQUARE INDUSTRIES INC,,USA
009985,01,19900131,1989,STANDARD BRANDS PAINT CO,,USA
009985,01,19910131,1990,STANDARD BRANDS PAINT CO,,USA
009988,01,19900331,1989,STANDARD COMMERCIAL CORP,,USA
009988,01,19910331,1990,STANDARD COMMERCIAL CORP,,USA
009997,01,19901031,1990,APPOINT TECHNOLOGIES INC,,USA
009997,01,19911031,1991,APPOINT TECHNOLOGIES INC,,USA
009999,01,19900228,1989,STANDARD MICROSYSTEMS CORP,,USA
009999,01,19910228,1990,STANDARD MICROSYSTEMS CORP,,USA
010000,01,19901231,1990,STANDARD MOTOR PRODS,,USA
010000,01,19911231,1991,STANDARD MOTOR PRODS,,USA
010004,01,19900630,1990,STANDARD PRODUCTS CO,,USA
010004,01,19910630,1991,STANDARD PRODUCTS CO,,USA
010005,01,19901231,1990,STANDARD REGISTER CO,,USA
010005,01,19911231,1991,STANDARD REGISTER CO,,USA
010006,01,19901231,1990,PITTWAY CORP/DE  -CL A,,USA
010006,01,19911231,1991,PITTWAY CORP/DE  -CL A,,USA
010008,01,19900630,1990,STANDEX INTERNATIONAL CORP,,USA
010008,01,19910630,1991,STANDEX INTERNATIONAL CORP,,USA
010010,01,19900331,1989,STANFORD TELECOMMUNICATIONS,,USA
010010,01,19910331,1990,STANFORD TELECOMMUNICATIONS,,USA
010013,01,19901231,1990,ENESCO GROUP INC,,USA
010013,01,19911231,1991,ENESCO GROUP INC,,USA
010016,01,19901231,1990,STANLEY BLACK & DECKER INC,,USA
010016,01,19911231,1991,STANLEY BLACK & DECKER INC,,USA
010022,01,19900228,1989,STAODYN INC,,USA
010022,01,19910228,1990,STAODYN INC,,USA
010026,01,19900331,1989,STAR TECHNOLOGIES INC,,USA
010026,01,19910331,1990,STAR TECHNOLOGIES INC,,USA
010030,01,19900630,1990,STARRETT (L.S.) CO  -CL A,,USA
010030,01,19910630,1991,STARRETT (L.S.) CO  -CL A,,USA
010031,01,19901231,1990,STARRETT CORP,,USA
010031,01,19911231,1991,STARRETT CORP,,USA
010032,01,19901231,1990,STARTEL CORP,,USA
010032,01,19911231,1991,STARTEL CORP,,USA
010033,01,19900228,1989,NAUTICA ENTERPRISES INC,,USA
010033,01,19910228,1990,NAUTICA ENTERPRISES INC,,USA
010035,01,19901231,1990,STATE STREET CORP,,USA
010035,01,19911231,1991,STATE STREET CORP,,USA
010043,01,19900430,1989,STEEGO CORP,,USA
010043,01,19910430,1990,STEEGO CORP,,USA
010044,01,19900930,1990,STEEL TECHNOLOGIES INC,,USA
010044,01,19910930,1991,STEEL TECHNOLOGIES INC,,USA
010056,01,19901231,1990,STEPAN CO,,USA
010056,01,19911231,1991,STEPAN CO,,USA
010063,01,19901231,1990,STERLING BANCORP/NY -OLD,,USA
010063,01,19911231,1991,STERLING BANCORP/NY -OLD,,USA
010067,01,19900331,1989,STERLING ELECTRONICS,,USA
010067,01,19910331,1990,STERLING ELECTRONICS,,USA
010071,01,19900930,1990,STERLING SOFTWARE INC,,USA
010071,01,19910930,1991,STERLING SOFTWARE INC,,USA
010085,01,19900131,1989,STEWART & STEVENSON SERVICES,,USA
010085,01,19910131,1990,STEWART & STEVENSON SERVICES,,USA
010086,01,19901231,1990,STEWART INFORMATION SERVICES,,USA
010086,01,19911231,1991,STEWART INFORMATION SERVICES,,USA
010087,01,19900630,1990,STEWART FOODS INC,,USA
010087,01,19910630,1991,STEWART FOODS INC,,USA
010090,01,19900331,1989,STOCKHOLDER SYSTEMS,,USA
010092,01,19901231,1990,STONE & WEBSTER INC,,USA
010092,01,19911231,1991,STONE & WEBSTER INC,,USA
010093,01,19901231,1990,STONE CONTAINER CORP,,USA
010093,01,19911231,1991,STONE CONTAINER CORP,,USA
010096,01,19901231,1990,PUBLIC STORAGE,,USA
010096,01,19911231,1991,PUBLIC STORAGE,,USA
010107,01,19901231,1990,STRATUS COMPUTER INC,,USA
010107,01,19911231,1991,STRATUS COMPUTER INC,,USA
010108,01,19900131,1989,STRAWBRDGE &CLOTHIER  -SER A,,USA
010108,01,19910131,1990,STRAWBRDGE &CLOTHIER  -SER A,,USA
010109,01,19901130,1990,STRIDE RITE CORP,,USA
010109,01,19911130,1991,STRIDE RITE CORP,,USA
010110,01,19901231,1990,STRIKER INDUSTRIES INC,,USA
010110,01,19911231,1991,STRIKER INDUSTRIES INC,,USA
010112,01,19901231,1990,STRUTHERS INDUSTRIES INC,,USA
010112,01,19911231,1991,STRUTHERS INDUSTRIES INC,,USA
010115,01,19901231,1990,STRYKER CORP,,USA
010115,01,19911231,1991,STRYKER CORP,,USA
010116,01,19901130,1990,STUART HALL CO INC,,USA
010116,01,19911130,1991,STUART HALL CO INC,,USA
010119,01,19900131,1989,STUARTS DEPARTMENT STORES,,USA
010119,01,19910131,1990,STUARTS DEPARTMENT STORES,,USA
010123,01,19900331,1989,TUBBY'S INC,,USA
010123,01,19901130,1990,TUBBY'S INC,,USA
010123,01,19911130,1991,TUBBY'S INC,,USA
010124,01,19901231,1990,STURM RUGER & CO INC,,USA
010124,01,19911231,1991,STURM RUGER & CO INC,,USA
010127,01,19900930,1990,SUAVE SHOE CORP,,USA
010127,01,19910930,1991,SUAVE SHOE CORP,,USA
010134,01,19901231,1990,SULCUS HOSPITALITY TECH CP,,USA
010134,01,19911231,1991,SULCUS HOSPITALITY TECH CP,,USA
010138,01,19900331,1989,SUMMA MEDICAL CORP,,USA
010138,01,19910331,1990,SUMMA MEDICAL CORP,,USA
010142,01,19901231,1990,SUMMIT BANCORPORATION,,USA
010142,01,19911231,1991,SUMMIT BANCORPORATION,,USA
010144,01,19900630,1990,SUMMIT HEALTH LTD,,USA
010144,01,19910630,1991,SUMMIT HEALTH LTD,,USA
010150,01,19901231,1990,SEQUA CORP  -CL A,,USA
010150,01,19911231,1991,SEQUA CORP  -CL A,,USA
010151,01,19900131,1989,SUN CITY INDUSTRIES,,USA
010151,01,19910131,1990,SUN CITY INDUSTRIES,,USA
010153,01,19901231,1990,SUN ELECTRIC CORP,,USA
010153,01,19911231,1991,SUN ELECTRIC CORP,,USA
010156,01,19901231,1990,SUNOCO INC,,USA
010156,01,19911231,1991,SUNOCO INC,,USA
010159,01,19900930,1990,SUNAIR SERVICES CORP,,USA
010159,01,19910930,1991,SUNAIR SERVICES CORP,,USA
010163,01,19901231,1990,SUNDSTRAND CORP,,USA
010163,01,19911231,1991,SUNDSTRAND CORP,,USA
010167,01,19900630,1990,SUNLITE INC,,USA
010167,01,19910630,1991,SUNLITE INC,,USA
010173,01,19901231,1990,SUNSHINE-JR STORES,,USA
010173,01,19911231,1991,SUNSHINE-JR STORES,,USA
010174,01,19901231,1990,SUNSHINE MINING & REFINING,,USA
010174,01,19911231,1991,SUNSHINE MINING & REFINING,,USA
010177,01,19900831,1990,SUNF INC,,USA
010180,01,19901231,1990,BOATMENS SUNWEST INC,,USA
010180,01,19911231,1991,BOATMENS SUNWEST INC,,USA
010182,01,19900831,1990,SUPER FOOD SERVICES INC,,USA
010182,01,19910831,1991,SUPER FOOD SERVICES INC,,USA
010185,01,19900630,1990,SUNRISE MEDICAL INC,,USA
010185,01,19910630,1991,SUNRISE MEDICAL INC,,USA
010186,01,19901231,1990,SUNSTATES CORP/DE,,USA
010186,01,19911231,1991,SUNSTATES CORP/DE,,USA
010187,01,19901231,1990,SUNTRUST BANKS INC,,USA
010187,01,19911231,1991,SUNTRUST BANKS INC,,USA
010190,01,19900228,1989,SUPERVALU INC,,USA
010190,01,19910228,1990,SUPERVALU INC,,USA
010195,01,19901231,1990,SUPERIOR INDUSTRIES INTL,,USA
010195,01,19911231,1991,SUPERIOR INDUSTRIES INTL,,USA
010198,01,19901231,1990,SUPERIOR GROUP OF COS INC,,USA
010198,01,19911231,1991,SUPERIOR GROUP OF COS INC,,USA
010200,01,19900331,1989,SUPERTEX INC,,USA
010200,01,19910331,1990,SUPERTEX INC,,USA
010202,01,19901231,1990,SUPRADUR COS INC,,USA
010202,01,19911231,1991,SUPRADUR COS INC,,USA
010204,01,19900731,1990,SUPREME EQUIP & SYSTEMS CORP,,USA
010204,01,19910731,1991,SUPREME EQUIP & SYSTEMS CORP,,USA
010208,01,19901231,1990,SURGICAL CARE AFFILIATES-OLD,,USA
010208,01,19911231,1991,SURGICAL CARE AFFILIATES-OLD,,USA
010211,01,19900731,1990,MERIDIAN MEDICAL TECH INC,,USA
010211,01,19910731,1991,MERIDIAN MEDICAL TECH INC,,USA
010213,01,19901231,1990,SUTRON CORP,,USA
010213,01,19911231,1991,SUTRON CORP,,USA
010221,01,19901231,1990,SILVERBOW RESOURCES INC,,USA
010221,01,19911231,1991,SILVERBOW RESOURCES INC,,USA
010226,01,19900630,1990,SWITCHCO INC,,USA
010230,01,19900331,1989,STS LIQUIDATING CORP,,USA
010230,01,19910331,1990,STS LIQUIDATING CORP,,USA
010231,01,19901231,1990,SYMBION INC-OLD,,USA
010232,01,19901231,1990,SYMBOL TECHNOLOGIES,,USA
010232,01,19911231,1991,SYMBOL TECHNOLOGIES,,USA
010235,01,19901231,1990,TRINITY PLACE HOLDINGS INC,,USA
010235,01,19911231,1991,TRINITY PLACE HOLDINGS INC,,USA
010236,01,19901231,1990,SYNALLOY CORP,,USA
010236,01,19911231,1991,SYNALLOY CORP,,USA
010237,01,19900331,1989,SYNBIOTICS CORP,,USA
010237,01,19910331,1990,SYNBIOTICS CORP,,USA
010238,01,19900531,1989,SYNCOR INTL CORP/DE,,USA
010238,01,19910531,1990,SYNCOR INTL CORP/DE,,USA
010242,01,19900930,1990,SYNTECH INTERNATIONAL INC,,USA
010243,01,19900731,1990,SYNTEX CORP,,PAN
010243,01,19910731,1991,SYNTEX CORP,,PAN
010244,01,19900331,1989,SYNTHETECH INC,,USA
010244,01,19910331,1990,SYNTHETECH INC,,USA
010247,01,19900630,1990,SYSCO CORP,,USA
010247,01,19910630,1991,SYSCO CORP,,USA
010252,01,19900930,1990,SYSTEMS & COMPUTER TECH CORP,,USA
010252,01,19910930,1991,SYSTEMS & COMPUTER TECH CORP,,USA
010255,01,19900731,1990,SYSTEM INDUSTRIES INC,,USA
010255,01,19910731,1991,SYSTEM INDUSTRIES INC,,USA
010266,01,19901231,1990,TBC CORP,,USA
010266,01,19911231,1991,TBC CORP,,USA
010270,01,19901031,1990,TCA CABLE TV INC,,USA
010270,01,19911031,1991,TCA CABLE TV INC,,USA
010271,01,19901130,1990,TCBY ENTERPRISES INC,,USA
010271,01,19911130,1991,TCBY ENTERPRISES INC,,USA
010273,01,19901031,1990,TCS ENTERPRISES INC,,USA
010273,01,19911031,1991,TCS ENTERPRISES INC,,USA
010277,01,19901231,1990,TECO ENERGY INC,,USA
010277,01,19911231,1991,TECO ENERGY INC,,USA
010278,01,19901231,1990,TEL OFFSHORE TRUST,,USA
010278,01,19911231,1991,TEL OFFSHORE TRUST,,USA
010286,01,19900630,1990,TII NETWORK TECHNOLOGIES INC,,USA
010286,01,19910630,1991,TII NETWORK TECHNOLOGIES INC,,USA
010292,01,19901231,1990,TNP ENTERPRISES INC,,USA
010292,01,19911231,1991,TNP ENTERPRISES INC,,USA
010296,01,19900630,1990,KESTREL ENERGY INC,,USA
010296,01,19910630,1991,KESTREL ENERGY INC,,USA
010297,01,19900630,1990,TRC COS INC,,USA
010297,01,19910630,1991,TRC COS INC,,USA
010301,01,19901231,1990,TRW INC,,USA
010301,01,19911231,1991,TRW INC,,USA
010304,01,19900331,1989,TSI INC/MN,,USA
010304,01,19910331,1990,TSI INC/MN,,USA
010305,01,19900531,1989,TSR INC,,USA
010305,01,19910531,1990,TSR INC,,USA
010312,01,19900531,1989,TAB PRODUCTS,,USA
010312,01,19910531,1990,TAB PRODUCTS,,USA
010317,01,19900531,1989,MIAMI SUBS CORP,,USA
010317,01,19910531,1990,MIAMI SUBS CORP,,USA
010323,01,19901231,1990,TALLEY INDUSTRIES INC,,USA
010323,01,19911231,1991,TALLEY INDUSTRIES INC,,USA
010326,01,19901231,1990,TAMBRANDS INC,,USA
010326,01,19911231,1991,TAMBRANDS INC,,USA
010329,01,19900930,1990,TANDEM COMPUTERS INC,,USA
010329,01,19910930,1991,TANDEM COMPUTERS INC,,USA
010330,01,19901231,1990,TSL HOLDINGS INC,,USA
010330,01,19911231,1991,TSL HOLDINGS INC,,USA
010331,01,19900630,1990,BOMBAY CO INC,,USA
010331,01,19910630,1991,BOMBAY CO INC,,USA
010332,01,19900630,1990,RS LEGACY CORP,,USA
010332,01,19910630,1991,RS LEGACY CORP,,USA
010333,01,19900630,1990,TANDYCRAFTS INC,,USA
010333,01,19910630,1991,TANDYCRAFTS INC,,USA
010345,01,19901231,1990,TASTY BAKING CO,,USA
010345,01,19911231,1991,TASTY BAKING CO,,USA
010349,01,19900531,1989,TAYLOR DEVICES INC,,USA
010349,01,19910531,1990,TAYLOR DEVICES INC,,USA
010353,01,19900531,1989,TEAM INC,,USA
010353,01,19910531,1990,TEAM INC,,USA
010359,01,19901231,1990,TECH-SYM CORP,,USA
010359,01,19911231,1991,TECH-SYM CORP,,USA
010361,01,19901231,1990,SIMCLAR INC,,USA
010361,01,19911231,1991,SIMCLAR INC,,USA
010362,01,19901231,1990,TECHNALYSIS CORP,,USA
010362,01,19911231,1991,TECHNALYSIS CORP,,USA
010364,01,19900930,1990,TECHNICAL COMMUNICATIONS CP,,USA
010364,01,19910930,1991,TECHNICAL COMMUNICATIONS CP,,USA
010374,01,19901231,1990,PULSE ELECTRONICS CORP,,USA
010374,01,19911231,1991,PULSE ELECTRONICS CORP,,USA
010377,01,19901231,1990,TECHNOLOGY DEVELOPMENT CORP,,USA
010378,01,19900831,1990,TECHNOLOGY 80 INC,,USA
010378,01,19910831,1991,TECHNOLOGY 80 INC,,USA
010379,01,19900930,1990,TCI INTL INC,,USA
010379,01,19910930,1991,TCI INTL INC,,USA
010380,01,19900331,1989,SUNLINK HEALTH SYSTEMS INC,,USA
010380,01,19910331,1990,SUNLINK HEALTH SYSTEMS INC,,USA
010381,01,19900228,1989,TECHNOLOGY MARKETING INC,,USA
010381,01,19910228,1990,TECHNOLOGY MARKETING INC,,USA
010382,01,19900331,1989,TECHNOLOGY RESEARCH CORP,,USA
010382,01,19910331,1990,TECHNOLOGY RESEARCH CORP,,USA
010386,01,19901231,1990,TECUMSEH PRODUCTS CO,,USA
010386,01,19911231,1991,TECUMSEH PRODUCTS CO,,USA
010388,01,19900831,1990,TELCO SYSTEMS INC,,USA
010388,01,19910831,1991,TELCO SYSTEMS INC,,USA
010390,01,19901231,1990,TEJON RANCH CO,,USA
010390,01,19911231,1991,TEJON RANCH CO,,USA
010391,01,19900531,1989,TEKTRONIX INC,,USA
010391,01,19910531,1990,TEKTRONIX INC,,USA
010393,01,19901231,1990,TELE-COMM TCI GROUP  -SER A,,USA
010393,01,19911231,1991,TELE-COMM TCI GROUP  -SER A,,USA
010394,01,19901231,1990,TELEBYTE INC,,USA
010394,01,19911231,1991,TELEBYTE INC,,USA
010395,01,19900131,1989,TELECALC INC,,USA
010398,01,19901231,1990,TCC INDUSTRIES INC,,USA
010398,01,19911231,1991,TCC INDUSTRIES INC,,USA
010399,01,19901231,1990,TPI ENTERPRISES INC,,USA
010399,01,19911231,1991,TPI ENTERPRISES INC,,USA
010401,01,19901231,1990,VIRAL TESTING SYSTEMS CORP,,USA
010401,01,19911231,1991,VIRAL TESTING SYSTEMS CORP,,USA
010404,01,19900430,1989,TELECREDIT INC,,USA
010405,01,19901231,1990,ALLEGHENY TECHNOLOGIES INC,,USA
010405,01,19911231,1991,ALLEGHENY TECHNOLOGIES INC,,USA
010407,01,19901231,1990,TELEFLEX INC,,USA
010407,01,19911231,1991,TELEFLEX INC,,USA
010408,01,19901231,1990,TLM CORP,,USA
010408,01,19911231,1991,TLM CORP,,USA
010411,01,19901231,1990,TELEPHONE & DATA SYSTEMS INC,,USA
010411,01,19911231,1991,TELEPHONE & DATA SYSTEMS INC,,USA
010417,01,19901231,1990,MARLTON TECHNOLOGIES,,USA
010417,01,19911231,1991,MARLTON TECHNOLOGIES,,USA
010418,01,19900630,1990,LARCAN-TTC INC,,USA
010418,01,19910630,1991,LARCAN-TTC INC,,USA
010420,01,19901231,1990,TELLABS INC,,USA
010420,01,19911231,1991,TELLABS INC,,USA
010422,01,19900331,1989,TELXON CORP,,USA
010422,01,19910331,1990,TELXON CORP,,USA
010426,01,19901231,1990,TEMPLE-INLAND INC,,USA
010426,01,19911231,1991,TEMPLE-INLAND INC,,USA
010427,01,19900630,1990,TELETEK INC,,USA
010427,01,19910630,1991,TELETEK INC,,USA
010429,01,19901231,1990,TELESPHERE COMMUNICATIONS,,USA
010431,01,19901031,1990,TELEVIDEO INC,,USA
010431,01,19911031,1991,TELEVIDEO INC,,USA
010432,01,19900930,1990,TELEPHONE SPECIALISTS INC,,USA
010435,01,19901231,1990,WENDT-BRISTOL HEALTH SVC CP,,USA
010435,01,19911231,1991,WENDT-BRISTOL HEALTH SVC CP,,USA
010437,01,19901231,1990,TGX CORP,,USA
010437,01,19911231,1991,TGX CORP,,USA
010438,01,19900831,1990,WANDERPORT CORP,,USA
010438,01,19910831,1991,WANDERPORT CORP,,USA
010439,01,19900228,1989,ATC HEALTHCARE INC  -CL A,,USA
010439,01,19910228,1990,ATC HEALTHCARE INC  -CL A,,USA
010441,01,19901231,1990,TENNANT CO,,USA
010441,01,19911231,1991,TENNANT CO,,USA
010443,01,19901231,1990,TENNECO INC,,USA
010443,01,19911231,1991,TENNECO INC,,USA
010449,01,19901231,1990,TENNEY ENGINEERING  -CL B,,USA
010449,01,19911231,1991,TENNEY ENGINEERING  -CL B,,USA
010451,01,19900930,1990,AMERICAN INDEPENDENCE CORP,,USA
010451,01,19910930,1991,AMERICAN INDEPENDENCE CORP,,USA
010452,01,19901231,1990,TENERA INC,,USA
010452,01,19911231,1991,TENERA INC,,USA
010453,01,19901231,1990,TERADYNE INC,,USA
010453,01,19911231,1991,TERADYNE INC,,USA
010455,01,19900630,1990,TERMIFLEX CORP,,USA
010455,01,19910630,1991,TERMIFLEX CORP,,USA
010456,01,19900930,1990,TERMINAL DATA CORP,,USA
010456,01,19910930,1991,TERMINAL DATA CORP,,USA
010458,01,19901231,1990,DYNAMIC HEALTHCARE TECH INC,,USA
010458,01,19911231,1991,DYNAMIC HEALTHCARE TECH INC,,USA
010466,01,19900930,1990,ANDEAVOR,,USA
010466,01,19910930,1991,ANDEAVOR,,USA
010482,01,19901231,1990,TEXACO INC,,USA
010482,01,19911231,1991,TEXACO INC,,USA
010484,01,19901231,1990,UNITED AIRLINES INC,,USA
010484,01,19911231,1991,UNITED AIRLINES INC,,USA
010497,01,19900930,1990,THT INC,,USA
010497,01,19910930,1991,THT INC,,USA
010498,01,19900531,1989,TEXAS INDUSTRIES INC,,USA
010498,01,19910531,1990,TEXAS INDUSTRIES INC,,USA
010499,01,19901231,1990,TEXAS INSTRUMENTS INC,,USA
010499,01,19911231,1991,TEXAS INSTRUMENTS INC,,USA
010501,01,19911231,1991,PHOENIX RESOURCE COS,,USA
010504,01,19901231,1990,TEXAS PACIFIC LAND TRUST,,USA
010504,01,19911231,1991,TEXAS PACIFIC LAND TRUST,,USA
010507,01,19901231,1990,ENERGY FUTURE HOLDINGS CORP,,USA
010507,01,19911231,1991,ENERGY FUTURE HOLDINGS CORP,,USA
010511,01,19901031,1990,TEXFI INDUSTRIES INC,,USA
010511,01,19911031,1991,TEXFI INDUSTRIES INC,,USA
010519,01,19901231,1990,TEXTRON INC,,USA
010519,01,19911231,1991,TEXTRON INC,,USA
010520,01,19901231,1990,THACKERAY CORP,,USA
010520,01,19911231,1991,THACKERAY CORP,,USA
010526,01,19900630,1990,THERMAL INDUSTRIES INC,,USA
010526,01,19910630,1991,THERMAL INDUSTRIES INC,,USA
010527,01,19900331,1989,THERMAL PROFILES INC,,USA
010530,01,19901231,1990,THERMO FISHER SCIENTIFIC INC,,USA
010530,01,19911231,1991,THERMO FISHER SCIENTIFIC INC,,USA
010532,01,19900331,1989,THERMODYNETICS INC,,USA
010532,01,19910331,1990,THERMODYNETICS INC,,USA
010534,01,19900731,1990,THERMWOOD CORP,,USA
010534,01,19910731,1991,THERMWOOD CORP,,USA
010537,01,19901231,1990,THERMEDICS INC,,USA
010537,01,19911231,1991,THERMEDICS INC,,USA
010540,01,19901231,1990,THOMAS & BETTS CORP,,USA
010540,01,19911231,1991,THOMAS & BETTS CORP,,USA
010541,01,19901231,1990,THOMAS INDUSTRIES INC,,USA
010541,01,19911231,1991,THOMAS INDUSTRIES INC,,USA
010543,01,19900630,1990,THOMASTON MILLS INC  -CL A,,USA
010543,01,19910630,1991,THOMASTON MILLS INC  -CL A,,USA
010548,01,19900131,1989,THOR ENERGY RESOURCES INC,,USA
010548,01,19910131,1990,THOR ENERGY RESOURCES INC,,USA
010549,01,19900731,1990,THOR INDUSTRIES INC,,USA
010549,01,19910731,1991,THOR INDUSTRIES INC,,USA
010550,01,19901231,1990,THORATEC CORP,,USA
010550,01,19911231,1991,THORATEC CORP,,USA
010551,01,19900531,1989,THORN APPLE VALLEY INC,,USA
010551,01,19910531,1990,THORN APPLE VALLEY INC,,USA
010552,01,19900630,1990,THOUSAND TRAILS INC,,USA
010552,01,19910630,1991,THOUSAND TRAILS INC,,USA
010553,01,19900531,1989,3COM CORP,,USA
010553,01,19910531,1990,3COM CORP,,USA
010554,01,19900731,1990,THREE D DEPARTMENT  -CL B,,USA
010554,01,19910731,1991,THREE D DEPARTMENT  -CL B,,USA
010560,01,19901231,1990,SHELTER COMPONENTS CORP,,USA
010560,01,19911231,1991,SHELTER COMPONENTS CORP,,USA
010564,01,19901231,1990,TIDELANDS ROYALTY TRUST B,,USA
010564,01,19911231,1991,TIDELANDS ROYALTY TRUST B,,USA
010565,01,19900331,1989,TIDEWATER INC,,USA
010565,01,19910331,1990,TIDEWATER INC,,USA
010573,01,19900531,1989,TIMBERLINE MINERALS,,USA
010573,01,19910531,1990,TIMBERLINE MINERALS,,USA
010573,01,19910630,1991,TIMBERLINE MINERALS,,USA
010574,01,19901231,1990,TIMBERLINE SOFTWARE CORP,,USA
010574,01,19911231,1991,TIMBERLINE SOFTWARE CORP,,USA
010576,01,19901231,1990,TIME WARNER INC-OLD,,USA
010576,01,19911231,1991,TIME WARNER INC-OLD,,USA
010580,01,19901231,1990,TIMES MIRROR CO  -SER A,,USA
010580,01,19911231,1991,TIMES MIRROR CO  -SER A,,USA
010581,01,19901231,1990,TIMKEN CO,,USA
010581,01,19911231,1991,TIMKEN CO,,USA
010583,01,19901231,1990,TINSLEY LABORATORIES INC,,USA
010583,01,19911231,1991,TINSLEY LABORATORIES INC,,USA
010588,01,19901231,1990,TITAN CORP,,USA
010588,01,19911231,1991,TITAN CORP,,USA
010597,01,19900331,1989,TODD SHIPYARDS CORP,,USA
010597,01,19910331,1990,TODD SHIPYARDS CORP,,USA
010598,01,19901231,1990,TOFUTTI BRANDS INC,,USA
010598,01,19911231,1991,TOFUTTI BRANDS INC,,USA
010599,01,19901130,1990,TOKHEIM CORP,,USA
010599,01,19911130,1991,TOKHEIM CORP,,USA
010608,01,19901231,1990,TONKA CORP,,USA
010609,01,19901231,1990,TOOTSIE ROLL INDUSTRIES INC,,USA
010609,01,19911231,1991,TOOTSIE ROLL INDUSTRIES INC,,USA
010614,01,19901231,1990,GLOBE LIFE INC,,USA
010614,01,19911231,1991,GLOBE LIFE INC,,USA
010615,01,19901231,1990,TOREADOR RESOURCES CORP,,USA
010615,01,19911231,1991,TOREADOR RESOURCES CORP,,USA
010618,01,19900731,1990,TORO CO,,USA
010618,01,19910731,1991,TORO CO,,USA
010619,01,19900430,1989,TOROTEL INC,,USA
010619,01,19910430,1990,TOROTEL INC,,USA
010623,01,19901231,1990,TOTAL ASSETS PROTECTION INC,,USA
010625,01,19901231,1990,TOTAL PETROLEUM OF N AMERICA,,CAN
010625,01,19911231,1991,TOTAL PETROLEUM OF N AMERICA,,CAN
010631,01,19901231,1990,TOTAL SYSTEM SERVICES INC,,USA
010631,01,19911231,1991,TOTAL SYSTEM SERVICES INC,,USA
010634,01,19900228,1989,TOWN & COUNTRY CORP  -CL A,,USA
010634,01,19910228,1990,TOWN & COUNTRY CORP  -CL A,,USA
010639,01,19900131,1989,TOYS R US INC,,USA
010639,01,19910131,1990,TOYS R US INC,,USA
010648,01,19900131,1989,TRAK AUTO CORP,,USA
010648,01,19910131,1990,TRAK AUTO CORP,,USA
010656,01,19901231,1990,TRANS-INDUSTRIES INC,,USA
010656,01,19911231,1991,TRANS-INDUSTRIES INC,,USA
010658,01,19901231,1990,TRANS-LUX CORP,,USA
010658,01,19911231,1991,TRANS-LUX CORP,,USA
010660,01,19900630,1990,TRANS NATIONAL LEASING INC,,USA
010660,01,19910630,1991,TRANS NATIONAL LEASING INC,,USA
010666,01,19900430,1989,TRANSACT INTL INC,,USA
010666,01,19910430,1990,TRANSACT INTL INC,,USA
010669,01,19901231,1990,TRANSAMERICA CORP,,USA
010669,01,19911231,1991,TRANSAMERICA CORP,,USA
010672,01,19901231,1990,TRANSCO ENERGY CO,,USA
010672,01,19911231,1991,TRANSCO ENERGY CO,,USA
010673,01,19901231,1990,TRANSCO EXPLORATION  -LP,,USA
010673,01,19911231,1991,TRANSCO EXPLORATION  -LP,,USA
010676,01,19901231,1990,US 1 INDUSTRIES INC,,USA
010676,01,19911231,1991,US 1 INDUSTRIES INC,,USA
010685,01,19900331,1989,TRANSCAT INC,,USA
010685,01,19910331,1990,TRANSCAT INC,,USA
010686,01,19900630,1990,TRANSNET CORP,,USA
010686,01,19910630,1991,TRANSNET CORP,,USA
010689,01,19901231,1990,TRANSCAPITAL FINANCIAL CORP,,USA
010689,01,19911231,1991,TRANSCAPITAL FINANCIAL CORP,,USA
010692,01,19900331,1989,BREEZE-EASTERN CORP,,USA
010692,01,19910331,1990,BREEZE-EASTERN CORP,,USA
010693,01,19901231,1990,TRANSTECTOR SYSTEMS INC,,USA
010693,01,19911231,1991,TRANSTECTOR SYSTEMS INC,,USA
010703,01,19900228,1989,TRANZONIC COS,,USA
010703,01,19910228,1990,TRANZONIC COS,,USA
010705,01,19901231,1990,TRAVELERS CORP,,USA
010705,01,19911231,1991,TRAVELERS CORP,,USA
010713,01,19901231,1990,TRI-CONTINENTAL CORP,,USA
010713,01,19911231,1991,TRI-CONTINENTAL CORP,,USA
010719,01,19901231,1990,AUDITS & SURVEYS WORLDWIDE,,USA
